Source,Target,Type,Id,Label,timeset
Dysithamnus mentalis,Schefflera morototoni,Directed,,eats,
Pipra rubrocapilla,Schefflera morototoni,Directed,,eats,
Chiroxiphia pareola,Schefflera morototoni,Directed,,eats,
Artibeus planirostris,Schefflera morototoni,Directed,,eats,
Carollia perspicillata,Schefflera morototoni,Directed,,eats,
Phyllostomus elongatus,Schefflera morototoni,Directed,,eats,
Glossophaga soricina,Schefflera morototoni,Directed,,eats,
Artibeus fimbriatus,Schefflera morototoni,Directed,,eats,
Tyrannus dominicensis,Schefflera morototoni,Directed,,eats,
Vireo altiloquus,Schefflera morototoni,Directed,,eats,
Euphonia musica,Schefflera morototoni,Directed,,eats,
Myiarchus antillarum,Schefflera morototoni,Directed,,eats,
Vireo latimeri,Schefflera morototoni,Directed,,eats,
Tyrannus caudifasciatus,Schefflera morototoni,Directed,,eats,
Icterus portoricensis,Schefflera morototoni,Directed,,eats,
Vireo flavifrons,Schefflera morototoni,Directed,,eats,
Cyanerpes caeruleus,Schefflera morototoni,Directed,,eats,
Patagioenas squamosa,Schefflera morototoni,Directed,,eats,
Tiaris bicolor,Schefflera morototoni,Directed,,eats,
Melanerpes portoricensis,Schefflera morototoni,Directed,,eats,
Loxigilla portoricensis,Schefflera morototoni,Directed,,eats,
Setophaga tigrina,Schefflera morototoni,Directed,,eats,
Thraupis episcopus,Schefflera morototoni,Directed,,eats,
Tachyphonus luctuosus,Schefflera morototoni,Directed,,eats,
Zenaida asiatica,Schefflera morototoni,Directed,,eats,
Turdus plumbeus,Schefflera morototoni,Directed,,eats,
Nesospingus speculiferus,Schefflera morototoni,Directed,,eats,
Setophaga caerulescens,Schefflera morototoni,Directed,,eats,
Todus mexicanus,Schefflera morototoni,Directed,,eats,
Margarops fuscatus,Schefflera morototoni,Directed,,eats,
Spindalis portoricensis,Schefflera morototoni,Directed,,eats,
Molothrus bonariensis,Schefflera morototoni,Directed,,eats,
Zenaida aurita,Schefflera morototoni,Directed,,eats,
Sparagmia gonoptera,Schefflera morototoni,Directed,,eats,
Pleuroptya silicalis,Schefflera morototoni,Directed,,eats,
Trichomerium didymopanacis,Schefflera morototoni,Directed,,hasHost,
Nigroporus vinosus,Schefflera morototoni,Directed,,hasHost,
Capnodium walteri,Schefflera morototoni,Directed,,hasHost,
Nectria gigantospora,Schefflera morototoni,Directed,,hasHost,
Mycosphaerella didymopanacis,Schefflera morototoni,Directed,,hasHost,
Meliola didymopanacis,Schefflera morototoni,Directed,,hasHost,
Lembosia morototoni,Schefflera morototoni,Directed,,hasHost,
Calonectria kyotensis,Schefflera morototoni,Directed,,hasHost,
Turdus plumbeus,Schefflera morototoni,Directed,,visitsFlowersOf,
Spindalis portoricensis,Schefflera morototoni,Directed,,visitsFlowersOf,
Loxigilla portoricensis,Schefflera morototoni,Directed,,visitsFlowersOf,
Margarops fuscatus,Schefflera morototoni,Directed,,visitsFlowersOf,
Nesospingus speculiferus,Schefflera morototoni,Directed,,visitsFlowersOf,
Euphonia musica,Schefflera morototoni,Directed,,visitsFlowersOf,
Myiozetetes cayanensis,Schefflera morototoni,Directed,,eats,
Schefflera morototoni,Chlorophanes spiza,Directed,,hasDispersalVector,
Schefflera morototoni,Dacnis cayana,Directed,,hasDispersalVector,
Schefflera morototoni,Didymopa morototo,Directed,,eats,
Schefflera morototoni,Ramphocelus carbo,Directed,,hasDispersalVector,
Schefflera morototoni,Thraupis episcopus,Directed,,hasDispersalVector,
Schefflera morototoni,Thraupis palmarum,Directed,,hasDispersalVector,
Pitangus sulphuratus,Tapirira guianensis,Directed,,eats,
Tapirus terrestris,Tapirira guianensis,Directed,,eats,
Leontopithecus rosalia,Tapirira guianensis,Directed,,eats,
Thraupis palmarum,Tapirira guianensis,Directed,,eats,
Brachyteles hypoxanthus,Tapirira guianensis,Directed,,eats,
Euphonia violacea,Tapirira guianensis,Directed,,eats,
Leontopithecus chrysomelas,Tapirira guianensis,Directed,,eats,
Megarynchus pitangua,Tapirira guianensis,Directed,,eats,
Brachyteles arachnoides,Tapirira guianensis,Directed,,eats,
Lipaugus lanioides,Tapirira guianensis,Directed,,eats,
Dacnis cayana,Tapirira guianensis,Directed,,eats,
Coereba flaveola,Tapirira guianensis,Directed,,eats,
Tyrannus melancholicus,Tapirira guianensis,Directed,,eats,
Turdus amaurochalinus,Tapirira guianensis,Directed,,eats,
Euphonia chlorotica,Tapirira guianensis,Directed,,eats,
Aburria jacutinga,Tapirira guianensis,Directed,,eats,
Pyroderus scutatus,Tapirira guianensis,Directed,,eats,
Conirostrum speciosum,Tapirira guianensis,Directed,,eats,
Sapajus xanthosternos,Tapirira guianensis,Directed,,eats,
Alouatta belzebul,Tapirira guianensis,Directed,,eats,
Thraupis sayaca,Tapirira guianensis,Directed,,eats,
Leontopithecus caissara,Tapirira guianensis,Directed,,eats,
Setophaga pitiayumi,Tapirira guianensis,Directed,,eats,
Alouatta macconnelli,Tapirira guianensis,Directed,,eats,
Ateles paniscus,Tapirira guianensis,Directed,,eats,
Sapajus apella,Tapirira guianensis,Directed,,eats,
Cyanerpes cyaneus,Tapirira guianensis,Directed,,eats,
Nemosia pileata,Tapirira guianensis,Directed,,eats,
Vireo olivaceus,Tapirira guianensis,Directed,,eats,
Icterus cayanensis,Tapirira guianensis,Directed,,eats,
Cyclarhis gujanensis,Tapirira guianensis,Directed,,eats,
Turdus rufiventris,Tapirira guianensis,Directed,,eats,
Tangara seledon,Tapirira guianensis,Directed,,eats,
Turdus leucomelas,Tapirira guianensis,Directed,,eats,
Myiozetetes similis,Tapirira guianensis,Directed,,eats,
Myiopagis caniceps,Tapirira guianensis,Directed,,eats,
Turdus subalaris,Tapirira guianensis,Directed,,eats,
Platyrrhinus lineatus,Tapirira guianensis,Directed,,eats,
Veniliornis spilogaster,Tapirira guianensis,Directed,,eats,
Odontophorus capueira,Tapirira guianensis,Directed,,eats,
Phylloscartes oustaleti,Tapirira guianensis,Directed,,eats,
Pionus maximiliani,Tapirira guianensis,Directed,,eats,
Marmosops paulensis,Tapirira guianensis,Directed,,eats,
Phibalura flavirostris,Tapirira guianensis,Directed,,eats,
Phyllomyias fasciatus,Tapirira guianensis,Directed,,eats,
Pygoderma bilabiatum,Tapirira guianensis,Directed,,eats,
Triclaria malachitacea,Tapirira guianensis,Directed,,eats,
Neopelma aurifrons,Tapirira guianensis,Directed,,eats,
Artibeus obscurus,Tapirira guianensis,Directed,,eats,
Tityra inquisitor,Tapirira guianensis,Directed,,eats,
Colaptes campestris,Tapirira guianensis,Directed,,eats,
Eira barbara,Tapirira guianensis,Directed,,eats,
Forpus xanthopterygius,Tapirira guianensis,Directed,,eats,
Laniisoma elegans,Tapirira guianensis,Directed,,eats,
Tachyphonus cristatus,Tapirira guianensis,Directed,,eats,
Saltator fuliginosus,Tapirira guianensis,Directed,,eats,
Conopias trivirgatus,Tapirira guianensis,Directed,,eats,
Artibeus planirostris,Tapirira guianensis,Directed,,eats,
Vampyressa pusilla,Tapirira guianensis,Directed,,eats,
Micoureus demerarae,Tapirira guianensis,Directed,,eats,
Mimus saturninus,Tapirira guianensis,Directed,,eats,
Haplospiza unicolor,Tapirira guianensis,Directed,,eats,
Pachyramphus castaneus,Tapirira guianensis,Directed,,eats,
Sturnira tildae,Tapirira guianensis,Directed,,eats,
Baryphthengus ruficapillus,Tapirira guianensis,Directed,,eats,
Artibeus fimbriatus,Tapirira guianensis,Directed,,eats,
Pachyramphus validus,Tapirira guianensis,Directed,,eats,
Pyrrhura frontalis,Tapirira guianensis,Directed,,eats,
Brotogeris tirica,Tapirira guianensis,Directed,,eats,
Artibeus lituratus,Tapirira guianensis,Directed,,eats,
Hylophilus poicilotis,Tapirira guianensis,Directed,,eats,
Attila rufus,Tapirira guianensis,Directed,,eats,
Alouatta fusca,Tapirira guianensis,Directed,,eats,
Celeus flavescens,Tapirira guianensis,Directed,,eats,
Didelphis aurita,Tapirira guianensis,Directed,,eats,
Melanerpes flavifrons,Tapirira guianensis,Directed,,eats,
Empidonomus varius,Tapirira guianensis,Directed,,eats,
Schiffornis virescens,Tapirira guianensis,Directed,,eats,
Mionectes rufiventris,Tapirira guianensis,Directed,,eats,
Ilicura militaris,Tapirira guianensis,Directed,,eats,
Oxyruncus cristatus,Tapirira guianensis,Directed,,eats,
Orthogonys chloricterus,Tapirira guianensis,Directed,,eats,
Cerdocyon thous,Tapirira guianensis,Directed,,eats,
Trogon rufus,Tapirira guianensis,Directed,,eats,
Hemithraupis ruficapilla,Tapirira guianensis,Directed,,eats,
Habia rubica,Tapirira guianensis,Directed,,eats,
Trogon surrucura,Tapirira guianensis,Directed,,eats,
Patagioenas plumbea,Tapirira guianensis,Directed,,eats,
Cissopis leverianus,Tapirira guianensis,Directed,,eats,
Trogon viridis,Tapirira guianensis,Directed,,eats,
Carollia perspicillata,Tapirira guianensis,Directed,,eats,
Myiodynastes maculatus,Tapirira guianensis,Directed,,eats,
Orchesticus abeillei,Tapirira guianensis,Directed,,eats,
Procnias nudicollis,Tapirira guianensis,Directed,,eats,
Saltator similis,Tapirira guianensis,Directed,,eats,
Stephanophorus diadematus,Tapirira guianensis,Directed,,eats,
Carpornis cucullata,Tapirira guianensis,Directed,,eats,
Thraupis ornata,Tapirira guianensis,Directed,,eats,
Platycichla flavipes,Tapirira guianensis,Directed,,eats,
Tangara desmaresti,Tapirira guianensis,Directed,,eats,
Penelope obscura,Tapirira guianensis,Directed,,eats,
Thraupis cyanoptera,Tapirira guianensis,Directed,,eats,
Trichothraupis melanops,Tapirira guianensis,Directed,,eats,
Chiroxiphia caudata,Tapirira guianensis,Directed,,eats,
Euphonia pectoralis,Tapirira guianensis,Directed,,eats,
Philander frenatus,Tapirira guianensis,Directed,,eats,
Tachyphonus coronatus,Tapirira guianensis,Directed,,eats,
Sturnira lilium,Tapirira guianensis,Directed,,eats,
Tityra cayana,Tapirira guianensis,Directed,,eats,
Baillonius bailloni,Tapirira guianensis,Directed,,eats,
Selenidera maculirostris,Tapirira guianensis,Directed,,eats,
Tapirira guianensis,Tapirira guianens,Directed,,eats,
Iguana iguana,Acacia tortuosa,Directed,,eats,
Iguana iguana,Bourreria succulenta,Directed,,eats,
Iguana iguana,Bursera bonairensis,Directed,,eats,
Iguana iguana,Caesalpinia coriaria,Directed,,eats,
Iguana iguana,Capparis flexuosa,Directed,,eats,
Iguana iguana,Coccoloba swartzii,Directed,,eats,
Iguana iguana,Condalia henriquezii,Directed,,eats,
Iguana iguana,Cordia alba,Directed,,eats,
Iguana iguana,Guapira ,Directed,,eats,
Iguana iguana,Haematoxylum brasiletto,Directed,,eats,
Iguana iguana,Machaonia ottonis,Directed,,eats,
Iguana iguana,Malpighia emarginata,Directed,,eats,
Iguana iguana,Metopium brownei,Directed,,eats,
Iguana iguana,Randia aculeata,Directed,,eats,
Iguana iguana,Trichilia trifolia,Directed,,eats,
Iguana iguana,Antirhea acutata,Directed,,eats,
Iguana iguana,Capparis odoratissima,Directed,,eats,
Iguana iguana,Commicarpus scandens,Directed,,eats,
Iguana iguana,Cordia curassavica,Directed,,eats,
Iguana iguana,Erithalis fruticosa,Directed,,eats,
Iguana iguana,Cephalocereus lanuginosus,Directed,,eats,
Iguana iguana,Cereus repandus,Directed,,eats,
Iguana iguana,Lemaireocereus griseus,Directed,,eats,
Homo sapiens,Cyclura lewisi,Directed,,kills,
Cyclura lewisi,Carica papaya,Directed,,eats,
Cyclura lewisi,Mangifera indica,Directed,,eats,
Ozolaimus megatyphlon,Iguana iguana,Directed,,parasite of,
Piratuba,Iguana iguana,Directed,,parasite of,
Atractis,Iguana iguana,Directed,,parasite of,
Subulura,Iguana iguana,Directed,,parasite of,
Physaloptera ,Iguana iguana,Directed,,parasite of,
Guira guira,Iguana iguana,Directed,,preys on,
Boa constrictor,Iguana iguana,Directed,,preys on,
Nyctotherus ,Cyclura lewisi,Directed,,endoparasite of,
Entamoeba ,Cyclura lewisi,Directed,,endoparasite of,
Ozolaimus megatyphlon,Cyclura lewisi,Directed,,endoparasite of,
Mesorhabditis monhystera,Cyclura lewisi,Directed,,endoparasite of,
Alaeuris travassosi,Cyclura lewisi,Directed,,endoparasite of,
Atractis,Cyclura lewisi,Directed,,endoparasite of,
Oswaldocruzia,Cyclura lewisi,Directed,,endoparasite of,
Nyctanassa violacea,Iguana iguana,Directed,,preys on,
Athene cunicularia floridana,Iguana iguana,Directed,,preys on,
Cyclura nubila,Ipomoea pes-caprae,Directed,,eats,
Cyclura nubila,Cordia sebestena,Directed,,eats,
Cyclura nubila,Ernodea littoralis,Directed,,eats,
Cyclura nubila,Carica papaya,Directed,,eats,
Cyclura nubila,Mangifera indica,Directed,,eats,
Cubophis cantherigerus,Cyclura nubila,Directed,,preys on,
Canis familiaris,Cyclura nubila,Directed,,kills,
Felis catus,Cyclura nubila,Directed,,kills,
Canis familiaris,Cyclura lewisi,Directed,,kills,
Felis catus,Cyclura lewisi,Directed,,kills,
Artibeus jamaicensis,Carica papaya,Directed,,eats,
Artibeus jamaicensis,Mangifera indica,Directed,,eats,
Dasyprocta punctata,Mangifera indica,Directed,,eats,
Coragyps atratus,Iguana iguana,Directed,,preys on,
Iguana iguana,Rhizophora mangle,Directed,,eats,
Iguana iguana,Orthoptera,Directed,,eats,
Iguana iguana,Drymaeus multilineatus,Directed,,eats,
Iguana iguana,Aves,Directed,,eats,
Iguana iguana,Hamelia patens,Directed,,eats,
Iguana iguana,Jasminum,Directed,,eats,
Iguana iguana,Washingtonia robusta,Directed,,eats,
Iguana iguana,Caesalpinia bonduc,Directed,,eats,
Iguana iguana,Mammalia,Directed,,eats,
Iguana iguana,Eugenia foetida,Directed,,eats,
Iguana iguana,Ficus aurea,Directed,,has habitat,
Canis familiaris,Iguana iguana,Directed,,preys on,
Felis catus,Iguana iguana,Directed,,preys on,
Crocodylus acutus,Iguana iguana,Directed,,preys on,
Caiman crocodilus,Iguana iguana,Directed,,preys on,
Ameiva ameiva,Iguana iguana,Directed,,preys on,
Tyto alba,Iguana iguana,Directed,,preys on,
Buteo platypterus,Iguana iguana,Directed,,preys on,
Elanoides forficatus,Iguana iguana,Directed,,preys on,
Pandion haliaetus,Iguana iguana,Directed,,preys on,
Falco sparverius,Iguana iguana,Directed,,preys on,
Caracara cheriway,Iguana iguana,Directed,,preys on,
Ardea alba,Iguana iguana,Directed,,preys on,
Crotophaga ani,Iguana iguana,Directed,,preys on,
Pantherophis obsoletus,Iguana iguana,Directed,,preys on,
Procyon lotor,Iguana iguana,Directed,,preys on,
Spilogale putorius,Iguana iguana,Directed,,preys on,
Corvus ossifragus,Iguana iguana,Directed,,preys on,
Cathartes aura,Iguana iguana,Directed,,preys on,
Sus scrofa,Iguana iguana,Directed,,preys on,
Homo sapiens,Iguana iguana,Directed,,eats,
Capra,Iguana delicatissima,Directed,,interacts with,
Iguana iguana,Scleria secans,Directed,,has habitat,
Canis familiaris,Iguana delicatissima,Directed,,kills,
Felis catus,Iguana delicatissima,Directed,,kills,
Homo sapiens,Iguana delicatissima,Directed,,kills,
Iguana iguana,Avicennia germinans,Directed,,eats,
Iguana iguana,Schinus terebinthifolia,Directed,,eats,
Iguana iguana,Uca ,Directed,,eats,
Iguana iguana,Terminalia catappa,Directed,,eats,
Iguana iguana,Pithecellobium dulce,Directed,,eats,
Iguana iguana,Heliconia ,Directed,,eats,
Urocyon cinereoargenteus,Iguana iguana,Directed,,preys on,
Brachylophus ,Iguana iguana,Directed,,creates habitat for,
Iguana delicatissima,Iguana iguana,Directed,,creates habitat for,
Cyclura lewisi,Iguana iguana,Directed,,creates habitat for,
Iguana iguana,Guilandina bonduc,Directed,,eats,
Cyclargus thomasi bethunebakeri,Guilandina bonduc,Directed,,lays eggs on,
Iguana iguana,Hibiscus,Directed,,eats,
Iguana iguana,Orchis,Directed,,eats,
Iguana iguana,Impatiens,Directed,,eats,
Iguana iguana,Nasturtium,Directed,,eats,
Iguana iguana,Rosa,Directed,,eats,
Iguana iguana,Bauhinia × blakeana,Directed,,eats,
Iguana iguana,Tradescantia,Directed,,eats,
Iguana iguana,Brassica,Directed,,eats,
Iguana iguana,Lactuca,Directed,,eats,
Iguana iguana,Rumex,Directed,,eats,
Iguana iguana,Beta,Directed,,eats,
Corvus ossifragus,Iguana iguana,Directed,,eats,
Procyon lotor,Iguana iguana,Directed,,eats,
Accipitriformes,Iguana iguana,Directed,,eats,
Sus scrofa,Iguana iguana,Directed,,eats,
Iguana iguana,Squamata,Directed,,eats,
Iguana iguana,Iguana iguana,Directed,,eats,
Iguana iguana,Insecta,Directed,,eats,
Cyclura lewisi,Dasyprocta punctata,Directed,,eats,
Cyclura lewisi,Veronicella,Directed,,eats,
Cyclura lewisi,Pseudosphinx tetrio,Directed,,eats,
Basiliscus basiliscus,Iguana iguana,Directed,,eats,
Corallus hortulanus,Iguana iguana,Directed,,eats,
Oxybelis aeneus,Iguana iguana,Directed,,eats,
Sarcoramphus papa,Iguana iguana,Directed,,eats,
Heterospizias meridionalis,Iguana iguana,Directed,,preys on,
Caracara cheriway,Iguana iguana,Directed,,eats,
Harpagus bidentatus,Iguana iguana,Directed,,preys on,
Ramphastos sulfuratus,Iguana iguana,Directed,,interacts with,
Crotophaga major,Iguana iguana,Directed,,eats,
Megaceryle torquata,Iguana iguana,Directed,,interacts with,
Nasua narica,Iguana iguana,Directed,,preys on,
Eira barbara,Iguana iguana,Directed,,interacts with,
Nasua narica,Iguana iguana,Directed,,eats,
