providedCol0;providedCol1;providedCol2;providedExternalId;providedName;providedCol5;providedCol6;providedCol7;providedCol8;providedCol9;providedCol10;providedCol11;relationName;resolvedExternalId;resolvedName;resolvedRank;resolvedCommonNames;resolvedPath;resolvedPathIds;resolvedPathNames;resolvedExternalUrl;resolvedThumbnailUrl
;Robinia pseudoacacia L.;SAME_AS;;Robinia pseudoacacia;;;;;;;;SAME_AS;NCBI:35938;Robinia pseudoacacia;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | fabids | Fabales | Fabaceae | Papilionoideae | 50 kb inversion clade | NPAAA clade | Hologalegina | robinioid clade | Robinieae | Robinia | Robinia pseudoacacia;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:71240 | NCBI:91827 | NCBI:1437201 | NCBI:71275 | NCBI:91835 | NCBI:72025 | NCBI:3803 | NCBI:3814 | NCBI:2231393 | NCBI:2231382 | NCBI:2233838 | NCBI:2233857 | NCBI:163738 | NCBI:35937 | NCBI:35938;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | clade | clade | clade | clade | order | family | subfamily | clade | clade | clade | clade | tribe | genus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=35938;
;Robinia viscosa Vent.;SAME_AS;;Robinia viscosa;;;;;;;;SAME_AS;NCBI:168547;Robinia viscosa;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | fabids | Fabales | Fabaceae | Papilionoideae | 50 kb inversion clade | NPAAA clade | Hologalegina | robinioid clade | Robinieae | Robinia | Robinia viscosa;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:71240 | NCBI:91827 | NCBI:1437201 | NCBI:71275 | NCBI:91835 | NCBI:72025 | NCBI:3803 | NCBI:3814 | NCBI:2231393 | NCBI:2231382 | NCBI:2233838 | NCBI:2233857 | NCBI:163738 | NCBI:35937 | NCBI:168547;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | clade | clade | clade | clade | order | family | subfamily | clade | clade | clade | clade | tribe | genus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=168547;
;Rosa foetida Herrm.;SAME_AS;;Rosa foetida;;;;;;;;SAME_AS;NCBI:74629;Rosa foetida;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | fabids | Rosales | Rosaceae | Rosoideae | Rosoideae incertae sedis | Rosa | Rosa foetida;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:71240 | NCBI:91827 | NCBI:1437201 | NCBI:71275 | NCBI:91835 | NCBI:3744 | NCBI:3745 | NCBI:171638 | NCBI:1176516 | NCBI:3764 | NCBI:74629;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | clade | clade | clade | clade | order | family | subfamily |  | genus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=74629;
;Rosa rugosa Thunb.;SAME_AS;;Rosa rugosa;;;;;;;;SAME_AS;NCBI:74645;Rosa rugosa;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | fabids | Rosales | Rosaceae | Rosoideae | Rosoideae incertae sedis | Rosa | Rosa rugosa;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:71240 | NCBI:91827 | NCBI:1437201 | NCBI:71275 | NCBI:91835 | NCBI:3744 | NCBI:3745 | NCBI:171638 | NCBI:1176516 | NCBI:3764 | NCBI:74645;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | clade | clade | clade | clade | order | family | subfamily |  | genus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=74645;
;Rosa xalba L.;SAME_AS;;Rosa xalba;;;;;;;;NONE;;Rosa xalba;;;;;;;
;Rubus phoenicolasius Maxim.;SAME_AS;;Rubus phoenicolasius;;;;;;;;SAME_AS;NCBI:75085;Rubus phoenicolasius;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | fabids | Rosales | Rosaceae | Rosoideae | Rosoideae incertae sedis | Rubus | Rubus phoenicolasius;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:71240 | NCBI:91827 | NCBI:1437201 | NCBI:71275 | NCBI:91835 | NCBI:3744 | NCBI:3745 | NCBI:171638 | NCBI:1176516 | NCBI:23216 | NCBI:75085;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | clade | clade | clade | clade | order | family | subfamily |  | genus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=75085;
;Rudbeckia hirta L.;SAME_AS;;Rudbeckia hirta;;;;;;;;SAME_AS;NCBI:52299;Rudbeckia hirta;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | asterids | campanulids | Asterales | Asteraceae | Asteroideae | Heliantheae alliance | Heliantheae | Rudbeckia | Rudbeckia hirta;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:71240 | NCBI:91827 | NCBI:1437201 | NCBI:71274 | NCBI:91882 | NCBI:4209 | NCBI:4210 | NCBI:102804 | NCBI:911341 | NCBI:102814 | NCBI:48209 | NCBI:52299;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | clade | clade | clade | clade | order | family | subfamily | clade | tribe | genus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=52299;
;Rudbeckia laciniata L.;SAME_AS;;Rudbeckia laciniata;;;;;;;;SAME_AS;NCBI:52310;Rudbeckia laciniata;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | asterids | campanulids | Asterales | Asteraceae | Asteroideae | Heliantheae alliance | Heliantheae | Rudbeckia | Rudbeckia laciniata;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:71240 | NCBI:91827 | NCBI:1437201 | NCBI:71274 | NCBI:91882 | NCBI:4209 | NCBI:4210 | NCBI:102804 | NCBI:911341 | NCBI:102814 | NCBI:48209 | NCBI:52310;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | clade | clade | clade | clade | order | family | subfamily | clade | tribe | genus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=52310;
;Rudbeckia triloba L.;SAME_AS;;Rudbeckia triloba;;;;;;;;SAME_AS;NCBI:52309;Rudbeckia triloba;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | asterids | campanulids | Asterales | Asteraceae | Asteroideae | Heliantheae alliance | Heliantheae | Rudbeckia | Rudbeckia triloba;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:71240 | NCBI:91827 | NCBI:1437201 | NCBI:71274 | NCBI:91882 | NCBI:4209 | NCBI:4210 | NCBI:102804 | NCBI:911341 | NCBI:102814 | NCBI:48209 | NCBI:52309;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | clade | clade | clade | clade | order | family | subfamily | clade | tribe | genus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=52309;
;Rumex longifolius DC.;SAME_AS;;Rumex longifolius;;;;;;;;SAME_AS;NCBI:1075208;Rumex longifolius;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | Caryophyllales | Polygonaceae | Polygonoideae | Rumiceae | Rumex | Rumex longifolius;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:71240 | NCBI:91827 | NCBI:1437201 | NCBI:3524 | NCBI:3615 | NCBI:1110380 | NCBI:1110386 | NCBI:3618 | NCBI:1075208;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | clade | clade | order | family | subfamily | tribe | genus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1075208;
;Ruta graveolens L.;SAME_AS;;Ruta graveolens;;;;;;;;SAME_AS;NCBI:37565;Ruta graveolens;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Sapindales | Rutaceae | Rutoideae | Ruta | Ruta graveolens;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:71240 | NCBI:91827 | NCBI:1437201 | NCBI:71275 | NCBI:91836 | NCBI:41937 | NCBI:23513 | NCBI:1728961 | NCBI:37564 | NCBI:37565;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | clade | clade | clade | clade | order | family | subfamily | genus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=37565;
;Saccharum ravennae (L.) L.;SAME_AS;;Saccharum ravennae;;;;;;;;SYNONYM_OF;NCBI:65978;Tripidium ravennae;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | Liliopsida | Petrosaviidae | commelinids | Poales | Poaceae | PACMAD clade | Panicoideae | Andropogonodae | Andropogoneae | Andropogoneae incertae sedis | Tripidium | Tripidium ravennae;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:4447 | NCBI:1437197 | NCBI:4734 | NCBI:38820 | NCBI:4479 | NCBI:147370 | NCBI:147369 | NCBI:1648033 | NCBI:147429 | NCBI:1699106 | NCBI:1612336 | NCBI:65978;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | subclass | clade | order | family | clade | subfamily |  | tribe |  | genus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=65978;
;Sagina maritima G.Don;SAME_AS;;Sagina maritima;;;;;;;;SAME_AS;NCBI:1053390;Sagina maritima;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | Caryophyllales | Caryophyllaceae | Sagineae | Sagina | Sagina maritima;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:71240 | NCBI:91827 | NCBI:1437201 | NCBI:3524 | NCBI:3568 | NCBI:1141483 | NCBI:230723 | NCBI:1053390;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | clade | clade | order | family | tribe | genus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1053390;
;Sagittaria lancifolia L.;SAME_AS;;Sagittaria lancifolia;;;;;;;;SAME_AS;NCBI:4452;Sagittaria lancifolia;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | Liliopsida | Alismatales | Alismataceae | Sagittaria | Sagittaria lancifolia;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:4447 | NCBI:16360 | NCBI:4449 | NCBI:4450 | NCBI:4452;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | order | family | genus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=4452;
;Sagittaria latifolia Willd.;SAME_AS;;Sagittaria latifolia;;;;;;;;SAME_AS;NCBI:15008;Sagittaria latifolia;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | Liliopsida | Alismatales | Alismataceae | Sagittaria | Sagittaria latifolia;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:4447 | NCBI:16360 | NCBI:4449 | NCBI:4450 | NCBI:15008;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | order | family | genus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=15008;
;Sagittaria subulata Buchenau;SAME_AS;;Sagittaria subulata;;;;;;;;SAME_AS;NCBI:353105;Sagittaria subulata;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | Liliopsida | Alismatales | Alismataceae | Sagittaria | Sagittaria subulata;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:4447 | NCBI:16360 | NCBI:4449 | NCBI:4450 | NCBI:353105;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | order | family | genus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=353105;
;Sagittaria trifolia L.;SAME_AS;;Sagittaria trifolia;;;;;;;;SAME_AS;NCBI:63789;Sagittaria trifolia;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | Liliopsida | Alismatales | Alismataceae | Sagittaria | Sagittaria trifolia;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:4447 | NCBI:16360 | NCBI:4449 | NCBI:4450 | NCBI:63789;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | order | family | genus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=63789;
;Salicornia procumbens var. stricta (G.Mey.) J.Duvigneaud & J.Lambinon;SAME_AS;;Salicornia procumbens var. stricta;;;;;;;;NONE;;Salicornia procumbens var. stricta;;;;;;;
;Salicornia ramosissima Woods;SAME_AS;;Salicornia ramosissima;;;;;;;;SAME_AS;NCBI:267548;Salicornia ramosissima;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | Caryophyllales | Chenopodiaceae | Salicornioideae | Salicornia | Salicornia subgen. Salicornia | Salicornia ramosissima;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:71240 | NCBI:91827 | NCBI:1437201 | NCBI:3524 | NCBI:1804623 | NCBI:1316646 | NCBI:46104 | NCBI:2116532 | NCBI:267548;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | clade | clade | order | family | subfamily | genus | subgenus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=267548;
;Salix babylonica L.;SAME_AS;;Salix babylonica;;;;;;;;SAME_AS;NCBI:75706;Salix babylonica;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | fabids | Malpighiales | Salicaceae | Saliceae | Salix | Salix babylonica;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:71240 | NCBI:91827 | NCBI:1437201 | NCBI:71275 | NCBI:91835 | NCBI:3646 | NCBI:3688 | NCBI:238069 | NCBI:40685 | NCBI:75706;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | clade | clade | clade | clade | order | family | tribe | genus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=75706;
;Salsola collina Pall.;SAME_AS;;Salsola collina;;;;;;;;SAME_AS;NCBI:525237;Salsola collina;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | Caryophyllales | Chenopodiaceae | Salsoloideae | Salsoleae | Salsola | Salsola collina;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:71240 | NCBI:91827 | NCBI:1437201 | NCBI:3524 | NCBI:1804623 | NCBI:1308838 | NCBI:1308840 | NCBI:151233 | NCBI:525237;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | clade | clade | order | family | subfamily | tribe | genus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=525237;
;Salvelinus fontinalis (Mitchill, 1814);SAME_AS;;Salvelinus fontinalis;;;;;;;;SAME_AS;NCBI:8038;Salvelinus fontinalis;species;;root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Actinopterygii | Actinopteri | Neopterygii | Teleostei | Osteoglossocephalai | Clupeocephala | Euteleosteomorpha | Protacanthopterygii | Salmoniformes | Salmonidae | Salmoninae | Salvelinus | Salvelinus fontinalis;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33154 | NCBI:33208 | NCBI:6072 | NCBI:33213 | NCBI:33511 | NCBI:7711 | NCBI:89593 | NCBI:7742 | NCBI:7776 | NCBI:117570 | NCBI:117571 | NCBI:7898 | NCBI:186623 | NCBI:41665 | NCBI:32443 | NCBI:1489341 | NCBI:186625 | NCBI:1489388 | NCBI:41705 | NCBI:8006 | NCBI:8015 | NCBI:504568 | NCBI:8033 | NCBI:8038;|  | superkingdom | clade | kingdom | clade | clade | clade | phylum | subphylum | clade | clade | clade | clade | superclass | class | subclass | infraclass | clade |  | cohort | clade | order | family | subfamily | genus | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=8038;
;Salvia reflexa Hornem.;SAME_AS;;Salvia reflexa;;;;;;;;SAME_AS;NCBI:2026525;Salvia reflexa;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | asterids | lamiids | Lamiales | Lamiaceae | Nepetoideae | Mentheae | Salviinae | Salvia | Salvia subgen. Calosphace | core Calosphace | Salvia reflexa;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:71240 | NCBI:91827 | NCBI:1437201 | NCBI:71274 | NCBI:91888 | NCBI:4143 | NCBI:4136 | NCBI:216706 | NCBI:216718 | NCBI:2836339 | NCBI:21880 | NCBI:2026555 | NCBI:2026556 | NCBI:2026525;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | clade | clade | clade | clade | order | family | subfamily | tribe | subtribe | genus | subgenus | clade | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2026525;
;Salvia sclarea L.;SAME_AS;;Salvia sclarea;;;;;;;;SAME_AS;NCBI:38869;Salvia sclarea;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | asterids | lamiids | Lamiales | Lamiaceae | Nepetoideae | Mentheae | Salviinae | Salvia | Salvia incertae sedis | Salvia sclarea;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:71240 | NCBI:91827 | NCBI:1437201 | NCBI:71274 | NCBI:91888 | NCBI:4143 | NCBI:4136 | NCBI:216706 | NCBI:216718 | NCBI:2836339 | NCBI:21880 | NCBI:2291027 | NCBI:38869;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | clade | clade | clade | clade | order | family | subfamily | tribe | subtribe | genus |  | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=38869;
;Salvia splendens Sellow ex Nees;SAME_AS;;Salvia splendens;;;;;;;;SAME_AS;NCBI:180675;Salvia splendens;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | asterids | lamiids | Lamiales | Lamiaceae | Nepetoideae | Mentheae | Salviinae | Salvia | Salvia subgen. Calosphace | core Calosphace | Salvia splendens;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:71240 | NCBI:91827 | NCBI:1437201 | NCBI:71274 | NCBI:91888 | NCBI:4143 | NCBI:4136 | NCBI:216706 | NCBI:216718 | NCBI:2836339 | NCBI:21880 | NCBI:2026555 | NCBI:2026556 | NCBI:180675;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | clade | clade | clade | clade | order | family | subfamily | tribe | subtribe | genus | subgenus | clade | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=180675;
;Salvia verbenaca L.;SAME_AS;;Salvia verbenaca;;;;;;;;SAME_AS;NCBI:268912;Salvia verbenaca;species;;root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | asterids | lamiids | Lamiales | Lamiaceae | Nepetoideae | Mentheae | Salviinae | Salvia | Salvia incertae sedis | Salvia verbenaca;NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:71240 | NCBI:91827 | NCBI:1437201 | NCBI:71274 | NCBI:91888 | NCBI:4143 | NCBI:4136 | NCBI:216706 | NCBI:216718 | NCBI:2836339 | NCBI:21880 | NCBI:2291027 | NCBI:268912;|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | clade | clade | clade | clade | order | family | subfamily | tribe | subtribe | genus |  | species;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=268912;
