providedCol0;providedCol1;providedCol2;providedExternalId;providedName;providedCol5;providedCol6;providedCol7;providedCol8;providedCol9;providedCol10;providedCol11;relationName;resolvedExternalId;resolvedName;resolvedRank;resolvedCommonNames;resolvedPath;resolvedPathIds;resolvedPathNames;resolvedExternalUrl;resolvedThumbnailUrl
;Corycaeus clausi Dahl F., 1894;SAME_AS;;Corycaeus clausi;;;;;;;;HAS_ACCEPTED_NAME;ITIS:88582;Corycaeus clausi;species;;Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Crustacea | Maxillopoda | Copepoda | Neocopepoda | Podoplea | Poecilostomatoida | Corycaeidae | Corycaeus | Corycaeus clausi;ITIS:202423 | ITIS:914154 | ITIS:914155 | ITIS:914158 | ITIS:82696 | ITIS:83677 | ITIS:621145 | ITIS:85257 | ITIS:610005 | ITIS:610008 | ITIS:610009 | ITIS:88570 | ITIS:88571 | ITIS:88582;kingdom | subkingdom | infrakingdom | superphylum | phylum | subphylum | class | subclass | infraclass | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=88582;
;Corythucha arcuata (Say, 1832);SAME_AS;;Corythucha arcuata;;;;;;;;HAS_ACCEPTED_NAME;ITIS:104219;Corythucha arcuata;species;;Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta | Pterygota | Neoptera | Paraneoptera | Hemiptera | Heteroptera | Cimicomorpha | Miroidea | Tingidae | Tinginae | Tingini | Corythucha | Corythucha arcuata;ITIS:202423 | ITIS:914154 | ITIS:914155 | ITIS:914158 | ITIS:82696 | ITIS:563886 | ITIS:99208 | ITIS:100500 | ITIS:563890 | ITIS:914214 | ITIS:103359 | ITIS:103358 | ITIS:104173 | ITIS:676841 | ITIS:104177 | ITIS:721740 | ITIS:1000686 | ITIS:104215 | ITIS:104219;kingdom | subkingdom | infrakingdom | superphylum | phylum | subphylum | class | subclass | infraclass | superorder | order | suborder | infraorder | superfamily | family | subfamily | tribe | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=104219;
;Corythucha ciliata (Say, 1832);SAME_AS;;Corythucha ciliata;;;;;;;;HAS_ACCEPTED_NAME;ITIS:104232;Corythucha ciliata;species;;Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta | Pterygota | Neoptera | Paraneoptera | Hemiptera | Heteroptera | Cimicomorpha | Miroidea | Tingidae | Tinginae | Tingini | Corythucha | Corythucha ciliata;ITIS:202423 | ITIS:914154 | ITIS:914155 | ITIS:914158 | ITIS:82696 | ITIS:563886 | ITIS:99208 | ITIS:100500 | ITIS:563890 | ITIS:914214 | ITIS:103359 | ITIS:103358 | ITIS:104173 | ITIS:676841 | ITIS:104177 | ITIS:721740 | ITIS:1000686 | ITIS:104215 | ITIS:104232;kingdom | subkingdom | infrakingdom | superphylum | phylum | subphylum | class | subclass | infraclass | superorder | order | suborder | infraorder | superfamily | family | subfamily | tribe | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=104232;
;Cosmos bipinnatus Cav.;SAME_AS;;Cosmos bipinnatus;;;;;;;;HAS_ACCEPTED_NAME;ITIS:37162;Cosmos bipinnatus;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Asteranae | Asterales | Asteraceae | Cosmos | Cosmos bipinnatus;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846535 | ITIS:35419 | ITIS:35420 | ITIS:37161 | ITIS:37162;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=37162;
;Crassostrea virginica (Gmelin, 1791);SAME_AS;;Crassostrea virginica;;;;;;;;HAS_ACCEPTED_NAME;ITIS:79872;Crassostrea virginica;species;;Animalia | Bilateria | Protostomia | Lophozoa | Mollusca | Bivalvia | Pteriomorphia | Ostreoida | Ostreidae | Crassostrea | Crassostrea virginica;ITIS:202423 | ITIS:914154 | ITIS:914155 | ITIS:914159 | ITIS:69458 | ITIS:79118 | ITIS:79324 | ITIS:79856 | ITIS:79866 | ITIS:79867 | ITIS:79872;kingdom | subkingdom | infrakingdom | superphylum | phylum | class | subclass | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=79872;
;Cryphonectria parasitica (Murrill) M.E.Barr;SAME_AS;;Cryphonectria parasitica;;;;;;;;HAS_ACCEPTED_NAME;ITIS:610667;Cryphonectria parasitica;species;;Fungi | Dikarya | Ascomycota | Pezizomycotina | Sordariomycetes | Sordariomycetidae | Diaporthales | Valsaceae | Cryphonectria | Cryphonectria parasitica;ITIS:555705 | ITIS:936287 | ITIS:610624 | ITIS:610625 | ITIS:610628 | ITIS:610640 | ITIS:610658 | ITIS:610663 | ITIS:610664 | ITIS:610667;kingdom | subkingdom | division | subdivision | class | subclass | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=610667;
;Ctenocalanus vanus Giesbrecht, 1888;SAME_AS;;Ctenocalanus vanus;;;;;;;;HAS_ACCEPTED_NAME;ITIS:85363;Ctenocalanus vanus;species;;Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Crustacea | Maxillopoda | Copepoda | Neocopepoda | Gymnoplea | Calanoida | Clausocalanidae | Ctenocalanus | Ctenocalanus vanus;ITIS:202423 | ITIS:914154 | ITIS:914155 | ITIS:914158 | ITIS:82696 | ITIS:83677 | ITIS:621145 | ITIS:85257 | ITIS:610005 | ITIS:610007 | ITIS:85258 | ITIS:610015 | ITIS:85362 | ITIS:85363;kingdom | subkingdom | infrakingdom | superphylum | phylum | subphylum | class | subclass | infraclass | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=85363;
;Ctenopharyngodon idella (Valenciennes, 1844);SAME_AS;;Ctenopharyngodon idella;;;;;;;;HAS_ACCEPTED_NAME;ITIS:163537;Ctenopharyngodon idella;species;;Animalia | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Actinopterygii | Teleostei | Ostariophysi | Cypriniformes | Cyprinoidea | Cyprinidae | Ctenopharyngodon | Ctenopharyngodon idella;ITIS:202423 | ITIS:914154 | ITIS:914156 | ITIS:158852 | ITIS:331030 | ITIS:914179 | ITIS:161061 | ITIS:161105 | ITIS:162845 | ITIS:162846 | ITIS:638796 | ITIS:163342 | ITIS:163536 | ITIS:163537;kingdom | subkingdom | infrakingdom | phylum | subphylum | infraphylum | superclass | class | superorder | order | superfamily | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=163537;
;Cucurbita pepo L.;SAME_AS;;Cucurbita pepo;;;;;;;;HAS_ACCEPTED_NAME;ITIS:22373;Cucurbita pepo;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Rosanae | Cucurbitales | Cucurbitaceae | Cucurbita | Cucurbita pepo;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846548 | ITIS:846626 | ITIS:22337 | ITIS:22365 | ITIS:22373;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373;
;Cuscuta pentagona Engelm.;SAME_AS;;Cuscuta pentagona;;;;;;;;HAS_ACCEPTED_NAME;ITIS:30745;Cuscuta pentagona;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Asteranae | Solanales | Convolvulaceae | Cuscuta | Cuscuta pentagona;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846535 | ITIS:500033 | ITIS:30648 | ITIS:30710 | ITIS:30745;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=30745;
;Cuscuta suaveolens Ser.;SAME_AS;;Cuscuta suaveolens;;;;;;;;HAS_ACCEPTED_NAME;ITIS:30752;Cuscuta suaveolens;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Asteranae | Solanales | Convolvulaceae | Cuscuta | Cuscuta suaveolens;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846535 | ITIS:500033 | ITIS:30648 | ITIS:30710 | ITIS:30752;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=30752;
;Cyclachaena xanthiifolia Fresen.;SAME_AS;;Cyclachaena xanthiifolia;;;;;;;;HAS_ACCEPTED_NAME;ITIS:933475;Cyclachaena xanthiifolia;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Asteranae | Asterales | Asteraceae | Cyclachaena | Cyclachaena xanthiifolia;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846535 | ITIS:35419 | ITIS:35420 | ITIS:780082 | ITIS:933475;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=933475;
;Cyclamen purpurascens Mill.;SAME_AS;;Cyclamen purpurascens;;;;;;;;HAS_ACCEPTED_NAME;ITIS:505951;Cyclamen purpurascens;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Asteranae | Ericales | Primulaceae | Cyclamen | Cyclamen purpurascens;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846535 | ITIS:23443 | ITIS:23929 | ITIS:500649 | ITIS:505951;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=505951;
;Cydalima perspectalis (Walker, 1859);SAME_AS;;Cydalima perspectalis;;;;;;;;NONE;;Cydalima perspectalis;;;;;;;
;Cydonia oblonga Mill.;SAME_AS;;Cydonia oblonga;;;;;;;;HAS_ACCEPTED_NAME;ITIS:25159;Cydonia oblonga;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Rosanae | Rosales | Rosaceae | Cydonia | Cydonia oblonga;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846548 | ITIS:24057 | ITIS:24538 | ITIS:25158 | ITIS:25159;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=25159;
;Cymbalaria muralis G.Gaertn., B.Mey. & Schreb.;SAME_AS;;Cymbalaria muralis;;;;;;;;HAS_ACCEPTED_NAME;ITIS:33579;Cymbalaria muralis;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Asteranae | Lamiales | Plantaginaceae | Cymbalaria | Cymbalaria muralis;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846535 | ITIS:31632 | ITIS:32869 | ITIS:33578 | ITIS:33579;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=33579;
;Cynara scolymus L.;SAME_AS;;Cynara scolymus;;;;;;;;HAS_ACCEPTED_NAME;ITIS:37222;Cynara scolymus;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Asteranae | Asterales | Asteraceae | Cynara | Cynara scolymus;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846535 | ITIS:35419 | ITIS:35420 | ITIS:37220 | ITIS:37222;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=37222;
;Cyperus esculentus L.;SAME_AS;;Cyperus esculentus;;;;;;;;HAS_ACCEPTED_NAME;ITIS:39888;Cyperus esculentus;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Lilianae | Poales | Cyperaceae | Cyperus | Cyperus esculentus;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846542 | ITIS:846620 | ITIS:39357 | ITIS:39882 | ITIS:39888;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=39888;
;Cyperus esculentus L.;SAME_AS;;Cyperus esculentus;;;;;;;;SYNONYM_OF;ITIS:39888;Cyperus esculentus;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Lilianae | Poales | Cyperaceae | Cyperus | Cyperus esculentus;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846542 | ITIS:846620 | ITIS:39357 | ITIS:39882 | ITIS:39888;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=39888;
;Cyperus odoratus L.;SAME_AS;;Cyperus odoratus;;;;;;;;HAS_ACCEPTED_NAME;ITIS:39894;Cyperus odoratus;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Lilianae | Poales | Cyperaceae | Cyperus | Cyperus odoratus;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846542 | ITIS:846620 | ITIS:39357 | ITIS:39882 | ITIS:39894;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=39894;
;Cyprinus carpio haematopterus Martens, 1876;SAME_AS;;Cyprinus carpio haematopterus;;;;;;;;NONE;;Cyprinus carpio haematopterus;;;;;;;
;Cyrtomium falcatum C.Presl;SAME_AS;;Cyrtomium falcatum;;;;;;;;HAS_ACCEPTED_NAME;ITIS:17476;Cyrtomium falcatum;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Polypodiophytina | Polypodiopsida | Polypodiidae | Polypodiales | Dryopteridaceae | Cyrtomium | Cyrtomium falcatum;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:954903 | ITIS:846528 | ITIS:846532 | ITIS:500029 | ITIS:500057 | ITIS:17474 | ITIS:17476;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | subclass | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=17476;
;Cytisus scoparius Link;SAME_AS;;Cytisus scoparius;;;;;;;;HAS_ACCEPTED_NAME;ITIS:501966;Cytisus scoparius;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Rosanae | Fabales | Fabaceae | Cytisus | Cytisus scoparius;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846548 | ITIS:500022 | ITIS:500059 | ITIS:500235 | ITIS:501966;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=501966;
;Dama dama (Linnaeus, 1758);SAME_AS;;Dama dama;;;;;;;;HAS_ACCEPTED_NAME;ITIS:552472;Dama dama;species;;Animalia | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Tetrapoda | Mammalia | Theria | Eutheria | Artiodactyla | Cervidae | Cervinae | Dama | Dama dama;ITIS:202423 | ITIS:914154 | ITIS:914156 | ITIS:158852 | ITIS:331030 | ITIS:914179 | ITIS:914181 | ITIS:179913 | ITIS:179916 | ITIS:179925 | ITIS:180692 | ITIS:180693 | ITIS:552360 | ITIS:552380 | ITIS:552472;kingdom | subkingdom | infrakingdom | phylum | subphylum | infraphylum | superclass | class | subclass | infraclass | order | family | subfamily | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=552472;
;Datura innoxia Mill.;SAME_AS;;Datura innoxia;;;;;;;;SYNONYM_OF;ITIS:501974;Datura inoxia;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Asteranae | Solanales | Solanaceae | Datura | Datura inoxia;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846535 | ITIS:500033 | ITIS:30411 | ITIS:30513 | ITIS:501974;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=501974;
;Datura stramonium L.;SAME_AS;;Datura stramonium;;;;;;;;HAS_ACCEPTED_NAME;ITIS:30520;Datura stramonium;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Asteranae | Solanales | Solanaceae | Datura | Datura stramonium;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846535 | ITIS:500033 | ITIS:30411 | ITIS:30513 | ITIS:30520;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=30520;
;Datura wrightii Regel;SAME_AS;;Datura wrightii;;;;;;;;HAS_ACCEPTED_NAME;ITIS:30521;Datura wrightii;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Asteranae | Solanales | Solanaceae | Datura | Datura wrightii;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846535 | ITIS:500033 | ITIS:30411 | ITIS:30513 | ITIS:30521;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=30521;
;Diadumene lineata (Verrill, 1869);SAME_AS;;Diadumene lineata;;;;;;;;SYNONYM_OF;ITIS:204191;Haliplanella lineata;species;;Animalia | Radiata | Cnidaria | Anthozoa | Anthozoa | Hexacorallia | Actiniaria | Nyantheae | Thenaria | Haliplanellidae | Haliplanella | Haliplanella lineata;ITIS:202423 | ITIS:914153 | ITIS:48738 | ITIS:914163 | ITIS:51938 | ITIS:52430 | ITIS:52485 | ITIS:611314 | ITIS:52540 | ITIS:52764 | ITIS:52765 | ITIS:204191;kingdom | subkingdom | phylum | subphylum | class | subclass | order | suborder | infraorder | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=204191;
;Dianthus barbatus L.;SAME_AS;;Dianthus barbatus;;;;;;;;HAS_ACCEPTED_NAME;ITIS:20277;Dianthus barbatus;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Caryophyllanae | Caryophyllales | Caryophyllaceae | Dianthus | Dianthus barbatus;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846539 | ITIS:19520 | ITIS:19942 | ITIS:20275 | ITIS:20277;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=20277;
;Diaspidiotus perniciosus (Comstock, 1881);SAME_AS;;Diaspidiotus perniciosus;;;;;;;;NONE;;Diaspidiotus perniciosus;;;;;;;
;Diplotaxis erucoides DC.;SAME_AS;;Diplotaxis erucoides;;;;;;;;HAS_ACCEPTED_NAME;ITIS:23117;Diplotaxis erucoides;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Rosanae | Brassicales | Brassicaceae | Diplotaxis | Diplotaxis erucoides;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846548 | ITIS:822943 | ITIS:22669 | ITIS:23116 | ITIS:23117;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=23117;
