Id;Taxonomische groep;Nederlandse naam;Wetenschappelijke naam;Categorie in publicatie;IUCN Categorie;Criterium;Jaar;Vastgesteld;Gevalideerd;Referentie van publicatie;Taal;Toegevoegd op
25806;Landslakken;Moerastolslak;Euconulus praticola;Kwetsbaar;Kwetsbaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.253Z
25807;Landslakken;Middelste tolslak;Euconulus trochiformis;Kwetsbaar;Kwetsbaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.253Z
25808;Landslakken;Heideslak;Helicella itala itala;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.253Z
25809;Landslakken;Heesterslak;Arianta arbustorum arbustorum;Vatbaar voor bedreiging;Bijna in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.253Z
25810;Landslakken;Witgerande tuinslak;Cepaea hortensis;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.253Z
25811;Landslakken;Gewone tuinslak;Cepaea nemoralis nemoralis;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.253Z
25812;Landslakken;Segrijnslak;Cornu aspersum aspersum;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.27Z
25813;Landslakken;Steenbikker;Helicigona lapicida lapicida;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.27Z
25814;Landslakken;Wijngaardslak;Helix pomatia;Vatbaar voor bedreiging;Bijna in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.27Z
25815;Landslakken;Aardschijfje;Lucilla singleyana;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.27Z
25816;Landslakken;Opgerolde tandslak;Helicodonta obvoluta obvoluta;Bedreigd;Bedreigd;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.27Z
25817;Landslakken;Grofgeribde grasslak;Candidula gigaxii;Kwetsbaar;Kwetsbaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.27Z
25818;Landslakken;Fijngeribde grasslak;Candidula intersecta;Kwetsbaar;Kwetsbaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.27Z
25819;Landslakken;Eenbandige grasslak;Candidula unifasciata unifasciata;Bedreigd;Bedreigd;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.27Z
25820;Landslakken;Franse duinslak;Cernuella aginnica;Vatbaar voor bedreiging;Bijna in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.27Z
25821;Landslakken;Griekse duinslak;Cernuella cisalpina;Bedreigd;Bedreigd;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.27Z
25822;Landslakken;Afgevlakte duinslak;Cernuella neglecta;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.287Z
25823;Landslakken;Bolle duinslak;Cernuella virgata;Vatbaar voor bedreiging;Bijna in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.287Z
25824;Landslakken;Slanke duinhoorn;Cochlicella acuta;Vatbaar voor bedreiging;Bijna in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.287Z
25825;Landslakken;Dikke duinhoorn;Cochlicella barbara;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.287Z
25826;Landslakken;Kustslak;Monacha cantiana;Kwetsbaar;Kwetsbaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.287Z
25827;Landslakken;Kartuizerslak;Monacha cartusiana;Bedreigd;Bedreigd;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.287Z
25828;Landslakken;Bosloofslak;Monachoides incarnatus incarnatus;Kwetsbaar;Kwetsbaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.287Z
25829;Landslakken;Oeverloofslak;Pseudotrichia rubiginosa;Vatbaar voor bedreiging;Bijna in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.287Z
25830;Landslakken;Zandslak;Theba pisana pisana;Vatbaar voor bedreiging;Bijna in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.287Z
25831;Landslakken;Gewone haarslak;Trichia hispida;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.287Z
25832;Landslakken;Kleine tritonia;Trichia plebeia;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.3Z
25833;Landslakken;;Trichia striolata abludens;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.3Z
25834;Landslakken;Sierlijke pyramideslak;Trochoidea elegans;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.3Z
25835;Landslakken;Kleine akkerslak;Deroceras laeve;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.3Z
25836;Landslakken;Zuidelijke akkerslak;Deroceras panormitanum;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.3Z
25837;Landslakken;Gevlekte akkerslak;Deroceras reticulatum;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.3Z
25838;Landslakken;Bosaardslak;Lehmannia marginata;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.3Z
25839;Landslakken;Spaanse aardslak;Lehmannia valentiana;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.3Z
25840;Landslakken;Lichte aardslak;Limacus flavus;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.3Z
25841;Landslakken;Zwarte aardslak;Limax cinereoniger;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.317Z
25842;Landslakken;Grote aardslak;Limax maximus;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.317Z
25843;Landslakken;Tere aardslak;Malacolimax tenellus;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.317Z
25844;Landslakken;Zwarte kielnaaktslak;Milax gagates;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.317Z
25845;Landslakken;Slanke kielnaaktslak;Tandonia budapestensis;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.317Z
25846;Landslakken;Gelige kielnaaktslak;Tandonia sowerbyi;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.317Z
25847;Landslakken;Vaatjesslak;Sphyradium doliolum;Vatbaar voor bedreiging;Bijna in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.317Z
25848;Landslakken;Bruine glansslak;Aegopinella nitidula;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.317Z
25849;Landslakken;Kleine glansslak;Aegopinella pura;Kwetsbaar;Kwetsbaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.317Z
25850;Landslakken;Ammonshorentje;Nesovitrea hammonis;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.317Z
25851;Landslakken;;Nesovitrea petronella;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.333Z
25852;Landslakken;Lookslakje;Oxychilus alliarius;Kwetsbaar;Kwetsbaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.333Z
25853;Landslakken;Kelderglansslak;Oxychilus cellarius;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.333Z
25854;Landslakken;Grote glansslak;Oxychilus draparnaudi draparnaudi;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.333Z
25855;Landslakken;Zwitserse glansslak;Oxychilus navarricus helveticus;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.333Z
25856;Landslakken;Grote duinslak;Xerosecta cespitum;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.333Z
25857;Landslakken;Speldeknopje, Dwergpuntje;Punctum pygmaeum;Vatbaar voor bedreiging;Bijna in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.333Z
25858;Landslakken;Genaveld tonnetje;Lauria cylindracea;Vatbaar voor bedreiging;Bijna in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.333Z
25859;Landslakken;Mostonnetje;Pupilla muscorum;Vatbaar voor bedreiging;Bijna in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.333Z
25860;Landslakken;;Pyramidula pusilla;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.333Z
25861;Landslakken;Slanke barnsteenslak;Oxyloma elegans elegans;Bedreigd;Bedreigd;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.347Z
25862;Landslakken;Tweeling-barnsteenslak;Oxyloma sarsii;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.347Z
25863;Landslakken;Rode barnsteenslak;Quickella arenaria;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.347Z
25864;Landslakken;Gewone barnsteenslak;Succinea putris;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.347Z
25865;Landslakken;Langwerpige barnsteenslak;Succinella oblonga;Kwetsbaar;Kwetsbaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.347Z
25866;Landslakken;Schildslak;Testacella haliotidea;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.347Z
25867;Landslakken;Stekelslakje;Acanthinula aculeata;Bedreigd;Bedreigd;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.347Z
25868;Landslakken;Geribde jachthorenslak;Vallonia costata;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.347Z
25869;Landslakken;Scheve jachthorenslak;Vallonia excentrica;Vatbaar voor bedreiging;Bijna in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.347Z
25870;Landslakken;Fraaie jachthorenslak;Vallonia pulchella;Kwetsbaar;Kwetsbaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.347Z
25871;Landslakken;Ruwe korfslak;Columella aspera;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.363Z
25872;Landslakken;Tandloze korfslak;Columella edentula;Vatbaar voor bedreiging;Bijna in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.363Z
25873;Landslakken;Zuidelijke korfslak;Truncatellina callicratis;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.363Z
25874;Landslakken;Cylindrische korfslak;Truncatellina cylindrica;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.363Z
25875;Landslakken;Nauwe korfslak;Vertigo angustior;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.363Z
25876;Landslakken;Dikke korfslak;Vertigo antivertigo;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.363Z
25877;Landslakken;Zeggekorfslak;Vertigo moulinsiana;Vatbaar voor bedreiging;Bijna in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.363Z
25878;Landslakken;Kleine korfslak;Vertigo pusilla;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.363Z
25879;Landslakken;Dwergkorfslak;Vertigo pygmaea;Vatbaar voor bedreiging;Bijna in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.363Z
25880;Landslakken;Gestreepte korfslak;Vertigo substriata;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.363Z
25881;Landslakken;Oorvormige glasslak;Eucobresia diaphana;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.38Z
25882;Landslakken;Grote glasslak;Phenacolimax major;Vatbaar voor bedreiging;Bijna in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.38Z
25883;Landslakken;Gewone glasslak;Vitrina pellucida;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.38Z
25884;Landslakken;Kleine kristalslak;Vitrea contracta;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.38Z
25885;Landslakken;Gewone kristalslak;Vitrea crystallina;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.38Z
25886;Reptielen;Hazelworm;Anguis fragilis;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2012;Ja;Ja;Jooris et al. (2012);nl-BE;2021-06-08T07:34:37.38Z
25887;Reptielen;Gladde slang;Coronella austriaca;Bedreigd;Bedreigd;IUCN;2012;Ja;Ja;Jooris et al. (2012);nl-BE;2021-06-08T07:34:37.38Z
25888;Reptielen;Ringslang;Natrix natrix;Bedreigd;Bedreigd;IUCN;2012;Ja;Ja;Jooris et al. (2012);nl-BE;2021-06-08T07:34:37.38Z
25889;Reptielen;Muurhagedis;Podarcis muralis;Onvoldoende data;Onvoldoende data;IUCN;2012;Ja;Ja;Jooris et al. (2012);nl-BE;2021-06-08T07:34:37.38Z
25890;Reptielen;Levendbarende hagedis;Zootoca vivipara;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2012;Ja;Ja;Jooris et al. (2012);nl-BE;2021-06-08T07:34:37.397Z
25891;Reptielen;Adder;Vipera berus;Bedreigd;Bedreigd;IUCN;2012;Ja;Ja;Jooris et al. (2012);nl-BE;2021-06-08T07:34:37.397Z
25892;Reptielen;Hazelworm;Anguis fragilis;Zeldzaam;Bijna in gevaar;Regionaal;1996;Nee;Nee;Bauwens and Claus (1996);nl-BE;2021-06-08T07:34:37.397Z
25893;Reptielen;Gladde slang;Coronella austriaca;Zeldzaam;Bijna in gevaar;Regionaal;1996;Nee;Nee;Bauwens and Claus (1996);nl-BE;2021-06-08T07:34:37.397Z
25894;Reptielen;Ringslang;Natrix natrix;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1996;Nee;Nee;Bauwens and Claus (1996);nl-BE;2021-06-08T07:34:37.397Z
25895;Reptielen;Levendbarende hagedis;Lacerta vivipara;Zeldzaam;Bijna in gevaar;Regionaal;1996;Nee;Nee;Bauwens and Claus (1996);nl-BE;2021-06-08T07:34:37.397Z
25896;Reptielen;Adder;Vipera berus;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;1996;Nee;Nee;Bauwens and Claus (1996);nl-BE;2021-06-08T07:34:37.397Z
25897;Doodhoutkevers;Gouden tor;Cetonia aurata;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2015;Nee;Ja;Thomaes et al. (2015);nl-BE;2021-06-08T07:34:37.397Z
25898;Doodhoutkevers;Edelman;Gnorimus nobilis;Ernstig bedreigd;Ernstig bedreigd;IUCN;2015;Nee;Ja;Thomaes et al. (2015);nl-BE;2021-06-08T07:34:37.397Z
25899;Doodhoutkevers;Variabele edelman;Gnorimus variabilis;Regionaal uitgestorven;Regionaal uitgestorven;IUCN;2015;Nee;Ja;Thomaes et al. (2015);nl-BE;2021-06-08T07:34:37.397Z
25901;Doodhoutkevers;Rouwende gouden tor;Oxythyrea funesta;Bedreigd;Bedreigd;IUCN;2015;Nee;Ja;Thomaes et al. (2015);nl-BE;2021-06-08T07:34:37.41Z
25902;Doodhoutkevers;;Protaetia marmorata;Regionaal uitgestorven;Regionaal uitgestorven;IUCN;2015;Nee;Ja;Thomaes et al. (2015);nl-BE;2021-06-08T07:34:37.41Z
25903;Doodhoutkevers;Koperen tor;Protaetia metallica;Bijna in gevaar;Bijna in gevaar;IUCN;2015;Nee;Ja;Thomaes et al. (2015);nl-BE;2021-06-08T07:34:37.41Z
25904;Doodhoutkevers;;Protaetia speciosissima;Niet geëvalueerd;Niet geëvalueerd;IUCN;2015;Nee;Ja;Thomaes et al. (2015);nl-BE;2021-06-08T07:34:37.41Z
25905;Doodhoutkevers;Penseelkever;Trichius fasciatus;Bedreigd;Bedreigd;IUCN;2015;Nee;Ja;Thomaes et al. (2015);nl-BE;2021-06-08T07:34:37.41Z
25906;Doodhoutkevers;Penseelkever;Trichius gallicus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2015;Nee;Ja;Thomaes et al. (2015);nl-BE;2021-06-08T07:34:37.41Z
25907;Doodhoutkevers;Behaarde gouden tor;Tropinota hirta;Niet geëvalueerd;Niet geëvalueerd;IUCN;2015;Nee;Ja;Thomaes et al. (2015);nl-BE;2021-06-08T07:34:37.41Z
25908;Doodhoutkevers;Valgus;Valgus hemipterus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2015;Nee;Ja;Thomaes et al. (2015);nl-BE;2021-06-08T07:34:37.41Z
25909;Doodhoutkevers;Neushoornkever;Oryctes nasicornis;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2015;Nee;Ja;Thomaes et al. (2015);nl-BE;2021-06-08T07:34:37.41Z
25910;Doodhoutkevers;;Aesalus scarabaeoides;Niet geëvalueerd;Niet geëvalueerd;IUCN;2015;Nee;Ja;Thomaes et al. (2015);nl-BE;2021-06-08T07:34:37.427Z
25911;Doodhoutkevers;Klein vliegend hert;Dorcus parallelipipedus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2015;Nee;Ja;Thomaes et al. (2015);nl-BE;2021-06-08T07:34:37.427Z
25912;Doodhoutkevers;Vliegend hert;Lucanus cervus;Bedreigd;Bedreigd;IUCN;2015;Nee;Ja;Thomaes et al. (2015);nl-BE;2021-06-08T07:34:37.427Z
25913;Doodhoutkevers;Blauw vliegend hert;Platycerus caprea;Niet geëvalueerd;Niet geëvalueerd;IUCN;2015;Nee;Ja;Thomaes et al. (2015);nl-BE;2021-06-08T07:34:37.427Z
25914;Doodhoutkevers;Blauw vliegend hert;Platycerus caraboides;Bedreigd;Bedreigd;IUCN;2015;Nee;Ja;Thomaes et al. (2015);nl-BE;2021-06-08T07:34:37.427Z
25915;Doodhoutkevers;Rolrond vliegend hert;Sinodendron cylindricum;Bedreigd;Bedreigd;IUCN;2015;Nee;Ja;Thomaes et al. (2015);nl-BE;2021-06-08T07:34:37.427Z
25916;Spinnen;Doolhofspin;Agelena gracilens;Waarschijnlijk bedreigd;;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.427Z
25917;Spinnen;Labyrinthspin;Agelena labyrinthica;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.427Z
25918;Spinnen;;Coelotes atropos;Onvoldoende gekend;Onvoldoende data;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.427Z
25919;Spinnen;Stekelloze bostrechterspin;Coelotes inermis;Zeldzaam;Bijna in gevaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.427Z
25920;Spinnen;Gewone bostrechterspin;Coelotes terrestris;Kwetsbaar;Kwetsbaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.443Z
25921;Spinnen;Roodbruine bostrechterspin;Cryphoeca silvicola;Bedreigd;Bedreigd;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.443Z
25922;Spinnen;Slanke bostrechterspin;Histopona torpida;Zeldzaam;Bijna in gevaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.443Z
25923;Spinnen;Veldtrechterspin;Tegenaria agrestis;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.443Z
25924;Spinnen;Gewone huisspin;Tegenaria atrica;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.443Z
25925;Spinnen;Grijze huisspin;Tegenaria domestica;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.443Z
25926;Spinnen;Bonte trechterspin;Tegenaria ferruginea;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.443Z
25927;Spinnen;Zuiders huisspin;Tegenaria pagana;Onvoldoende gekend;Onvoldoende data;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.443Z
25928;Spinnen;Grote huisspin;Tegenaria parietina;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.443Z
25929;Spinnen;Spiraaltrechterspin;Tegenaria picta;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.443Z
25930;Spinnen;Blackwalls huisspin;Tegenaria saeva;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.457Z
25931;Spinnen;Steentrechterspin;Tegenaria silvestris;Kwetsbaar;Kwetsbaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.457Z
25932;Spinnen;Zwarte staartspin;Textrix caudata;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.457Z
25933;Spinnen;Gewone staartspin;Textrix denticulata;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.457Z
25934;Spinnen;Huiskaardespin;Amaurobius fenestralis;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.457Z
25935;Spinnen;Grote kaardespin;Amaurobius ferox;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.457Z
25936;Spinnen;Muurkaardespin;Amaurobius similis;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.457Z
25937;Spinnen;Gestipte struikspin;Anyphaena accentuata;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.457Z
25938;Spinnen;Brede wielwebspin;Agalenatea redii;Kwetsbaar;Kwetsbaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.457Z
25939;Spinnen;Oranje wielwebspin;Araneus alsine;Kwetsbaar;Kwetsbaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.457Z
25940;Spinnen;Roodbruine wielwebspin;Araneus angulatus;Bedreigd;Bedreigd;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.473Z
25941;Spinnen;Kruisspin;Araneus diadematus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.473Z
25942;Spinnen;Marmerspin;Araneus marmoreus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1998;Nee;Nee;Maelfait et al. (1998);nl-BE;2021-06-08T07:34:37.473Z
